Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Price_SGD
Microsoft,Surface Laptop Studio,Intel i5-14600H,NVIDIA RTX 3050,8,512,False,1.15,14.0,1839.32
Microsoft,Surface Laptop Studio,Intel i7-14800H,NVIDIA RTX 4080,16,1024,False,3.18,18.4,3390.84
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,4096,False,2.14,16.0,2977.68
Microsoft,Surface Laptop 5,Intel Core Ultra 7 15500H,Intel Arc A750M,16,2048,True,1.77,16.0,2023.55
Microsoft,Surface Go 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,512,False,1.75,16.0,4303.56
Microsoft,Surface Pro 8,Intel i9-14900HK,NVIDIA RTX 4070,32,512,False,1.02,14.0,3359.05
Microsoft,Surface Book 3,Intel Core Ultra 9 15700H,Intel Arc A750M,32,2048,False,1.32,13.3,2013.53
Microsoft,Surface Laptop Studio,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,True,1.2,14.0,4339.41
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,16,4096,True,2.7,18.4,2388.13
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,32,1024,False,2.06,16.0,2447.31
Microsoft,Surface Pro 8,Intel Core Ultra 7 15500H,Intel Arc A750M,16,4096,False,1.73,15.6,2128.62
Microsoft,Surface Pro 8,AMD Ryzen 7 8800H,AMD Radeon 780M,16,256,True,1.04,13.3,2500.59
Microsoft,Surface Laptop 5,Intel i5-14600H,NVIDIA RTX 4050,16,256,False,3.33,18.4,2075.09
Microsoft,Surface Go 3,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,512,False,2.24,15.6,3351.23
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,AMD Radeon 780M,16,256,True,1.16,13.3,2770.74
Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4060,8,1024,False,2.2,15.6,2602.01
Microsoft,Surface Book 3,Intel i5-14500H,NVIDIA RTX 3050,64,2048,True,2.94,17.3,2474.65
Microsoft,Surface Laptop Studio,Intel i7-14700H,NVIDIA RTX 4070,64,1024,False,1.12,14.0,3547.72
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,8,4096,False,2.38,15.6,2078.79
Microsoft,Surface Pro 8,Intel i5-14500H,NVIDIA RTX 3050,32,4096,True,2.13,15.6,2536.77
Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4070,8,512,True,1.79,15.6,2988.84
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,1024,True,1.24,14.0,3857.61
Microsoft,Surface Book 3,Intel i9-14900HK,NVIDIA RTX 4070,16,1024,False,1.09,13.3,3357.13
Microsoft,Surface Pro 8,Intel i7-14700H,NVIDIA RTX 4070,16,256,False,1.99,16.0,2803.65
Microsoft,Surface Laptop 5,Intel i7-14800H,NVIDIA RTX 4060,128,512,False,1.36,14.0,3473.49
Microsoft,Surface Book 3,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,True,3.3,17.3,4369.72
Microsoft,Surface Pro 8,AMD Ryzen 5 8600H,AMD Radeon 680M,8,512,True,2.41,16.0,1881.31
Microsoft,Surface Laptop 5,AMD Ryzen 5 8600H,AMD Radeon 680M,128,512,False,2.07,16.0,2731.7
Microsoft,Surface Go 3,Intel i5-14500H,NVIDIA RTX 4050,32,256,False,1.96,16.0,2248.55
Microsoft,Surface Go 3,Intel i7-14800H,NVIDIA RTX 4070,32,512,False,1.15,13.3,3156.26
Microsoft,Surface Go 3,Intel i9-14900HK,NVIDIA RTX 4070,8,256,True,2.46,15.6,3269.92
Microsoft,Surface Book 3,AMD Ryzen 5 8600H,AMD Radeon 680M,64,4096,True,3.13,18.4,2787.78
Microsoft,Surface Laptop 5,Intel i9-14900HK,NVIDIA RTX 4080,32,512,True,2.12,16.0,3867.26
Microsoft,Surface Go 3,Intel i7-14700H,NVIDIA RTX 4060,16,1024,True,1.05,14.0,2796.59
